,Smiles,Property,Value,Units
2089,Cc1ccc(F)cc1,Density,0.995,g/cm3
2090,Cc1ccc(C)cc1,Density,0.857,g/cm3
2091,Cc1ccc(C)cc1,Density,0.857,g/cm3
2092,Cc1ccc(C)cc1,Density,0.857,g/cm3
2093,Cc1ccc(C)cc1,Density,0.857,g/cm3
2094,Cc1ccc(C)cc1,Density,0.857,g/cm3
2095,Cc1ccc(C)cc1,Density,0.857,g/cm3
2096,Cc1ccc(C)cc1,Density,0.857,g/cm3
2097,Cc1ccc(C)cc1,Density,0.857,g/cm3
2098,Cc1ccc(C)cc1,Density,0.857,g/cm3
2099,Cc1ccc(C)cc1,Density,0.857,g/cm3
2100,Cc1ccc(C)cc1,Density,0.857,g/cm3
2101,Cc1ccc(C)cc1,Density,0.857,g/cm3
2102,Cc1ccc(C)cc1,Density,0.857,g/cm3
2103,Cc1ccc(C)cc1,Density,0.857,g/cm3
2104,Cc1ccc(C)cc1,Density,0.857,g/cm3
2105,Cc1ccc(C)cc1,Density,0.866,g/cm3
2106,Cc1ccc(C)cc1,Density,0.857,g/cm3
2107,Cc1ccc(C)cc1,Density,0.857,g/cm3
2108,Cc1ccc(C)cc1,Density,0.857,g/cm3
2109,Cc1ccc(C)cc1,Density,0.857,g/cm3
2110,Cc1ccc(C)cc1,Density,0.857,g/cm3
2111,Cc1ccc(C)cc1,Density,0.857,g/cm3
2112,Cc1ccc(C)cc1,Density,0.857,g/cm3
2113,Cc1ccc(C)cc1,Density,0.857,g/cm3
2114,CCC(C)OC(C)=O,Density,0.868,g/cm3
2115,CCC(C)OC(C)=O,Density,0.868,g/cm3
2116,CCC(C)N,Density,0.72,g/cm3
2117,CCC(C)N,Density,0.72,g/cm3
2118,CCC(C)c1ccccc1,Density,0.858,g/cm3
2119,CCC(C)c1ccccc1,Density,0.858,g/cm3
2120,CCC(C)c1ccccc1,Density,0.858,g/cm3
2121,CCC(C)c1ccccc1,Density,0.858,g/cm3
2122,CCC(C)c1ccccc1,Density,0.858,g/cm3
2123,CCC(C)c1ccccc1,Density,0.858,g/cm3
2124,CCC(C)c1ccccc1,Density,0.858,g/cm3
2125,CCC(C)c1ccccc1,Density,0.858,g/cm3
2126,CCC(C)c1ccccc1,Density,0.858,g/cm3
2127,CCC(C)c1ccccc1,Density,0.858,g/cm3
2128,CCC(C)c1ccccc1,Density,0.858,g/cm3
2129,CCC(C)c1ccccc1,Density,0.858,g/cm3
2130,CCC(C)c1ccccc1,Density,0.858,g/cm3
2131,CCC(C)c1ccccc1,Density,0.858,g/cm3
2132,CCC(C)c1ccccc1,Density,0.858,g/cm3
2133,CCC(C)c1ccccc1,Density,0.858,g/cm3
2134,CCC(C)c1ccccc1,Density,0.858,g/cm3
2135,CCC(C)c1ccccc1,Density,0.858,g/cm3
2136,CCC(C)c1ccccc1,Density,0.856,g/cm3
2137,CCC(C)c1ccccc1,Density,0.858,g/cm3
2138,CC(C)(C)O,Density,0.781,g/cm3
2139,CC(C)(C)OCC1CO1,Density,0.917,g/cm3
2140,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2141,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2142,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2143,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2144,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2145,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2146,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2147,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2148,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2149,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2150,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2151,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2152,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2153,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2154,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2155,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2156,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2157,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2158,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2159,CC(C)(C)c1ccccc1,Density,0.862,g/cm3
2160,Cc1ccccc1C(C)(C)C,Density,0.858,g/cm3
2161,Cl/C=C/Cl,Density,1.257,g/cm3
2162,Cl/C=C/Cl,Density,1.257,g/cm3
2163,C1CC[C@H]2CCCC[C@@H]2C1,Density,0.867,g/cm3
2164,C1CC[C@H]2CCCC[C@@H]2C1,Density,0.867,g/cm3
